IATA_code,ICAO_code,AIRPORT_NAME
GHU,SAAG,Gualeguaychú Airport
GIB,LXGB,Gibraltar International Airport (North Front Airport)
GIC,YBOI,Boigu Island Airport
GID,HBBE,Gitega Airport
GIF,KGIF,Winter Haven's Gilbert Airport
GIG,SBGL,Rio de Janeiro–Galeão International Airport
GII,GUSI,Siguiri Airport
GIL,OPGT,Gilgit Airport
GIM,,Miele Mimbale Airport
GIR,SKGI,Santiago Vila Airport
GIS,NZGS,Gisborne Airport
GIT,,Geita Airport
GIU,VCCS,Sigiriya Airport[2]
GIY,FAGI,Giyani Airport
GIZ,OEGN,Jizan Regional Airport (King Abdullah bin Abdulaziz Airport)
GJA,MHNJ,Guanaja Airport
GJL,DAAV,Jijel Ferhat Abbas Airport
GJM,SBGM,Guajará-Mirim Airport
GJR,BIGJ,Gjögur Airport
GJT,KGJT,Grand Junction Regional Airport (Walker Field)
GKA,AYGA,Goroka Airport
GKD,LTFK,Gökçeada Airport
GKE,ETNG,NATO Air Base Geilenkirchen
GKH,VNGK,Palungtar Airport
GKK,VRMO,Kooddoo Airport[2]
GKL,YGKL,Great Keppel Island Airport
GKN,PAGK,Gulkana Airport
GKO,,Kongo Boumba Airport
GKT,KGKT,Gatlinburg–Pigeon Forge Airport
GLA,EGPF,Glasgow Airport
GLB,,San Carlos Apache Airport[2] (FAA: P13)
GLC,,Geladi Airport
GLD,KGLD,Goodland Municipal Airport (Renner Field)
GLE,KGLE,Gainesville Municipal Airport
GLF,MRGF,Golfito Airport
GLG,YGLE,Glengyle Airport
GLH,KGLH,Mid-Delta Regional Airport
GLI,YGLI,Glen Innes Airport
GLK,HCMR,Abdullahi Yusuf International Airport
GLL,ENKL,"Gol Airport, Klanten"
GLM,YGLO,Glenormiston Airport
GLN,,Guelmim Airport
GLO,EGBJ,Gloucestershire Airport
GLP,AYUP,Gulgubip Airport
GLR,KGLR,Gaylord Regional Airport
GLS,KGLS,Scholes International Airport at Galveston
GLT,YGLA,Gladstone Airport
GLU,VQGP,Gelephu Airport[2]
GLV,PAGL,Golovin Airport
GLW,KGLW,Glasgow Municipal Airport
GLX,WAMA,Gamarmalamo Airport
GLY,,Goldsworthy Airport
GLZ,EHGR,Gilze-Rijen Air Base
GMA,FZFK,Gemena Airport
GMB,HAGM,Gambela Airport
GMC,,Guerima Airport
GMD,GMMB,Ben Slimane Airport[2]
GME,UMGG,Gomel Airport
GMI,AYGT,Gasmata Airport
GMM,FCOG,Gamboma Airport
GMN,NZGM,Greymouth Airport
GMO,DNGO,Gombe Lawanti International Airport[2]
GMP,RKSS,Gimpo International Airport
GMQ,ZLGL,Golog Maqin Airport[2]
GMR,NTGJ,Totegegie Airport (Gambier Island Airport)
GMS,SNGM,Guimarães Airport
GMT,PAGZ,Granite Mountain Air Station (FAA: GSZ)
GMU,KGMU,Greenville Downtown Airport
GMV,,Monument Valley Airport (FAA: UT25)
GMZ,GCGM,La Gomera Airport
GNA,UMMG,Grodno Airport
GNB,LFLS,Grenoble–Isère Airport
GND,TGPY,Maurice Bishop International Airport
GNF,,Gansner Field[2] (FAA: 2O1)
GNG,KGNG,Gooding Municipal Airport
GNI,RCGI,Lyudao Airport (Green Island Airport)
GNM,SNGI,Guanambi Airport
GNN,HAGH,Ginir Airport
GNR,SAHR,Dr. Arturo Umberto Illia Airport
GNS,WIMB,Binaka Airport
GNT,KGNT,Grants-Milan Municipal Airport
GNU,,Goodnews Airport
GNV,KGNV,Gainesville Regional Airport
GNY,LTCS,Şanlıurfa GAP Airport
GNZ,FBGZ,Ghanzi Airport
GOA,LIMJ,Genoa Cristoforo Colombo Airport
GOB,HAGB,Robe Airport
GOC,AYGX,Gora Airport
GOE,,Gonaili Airstrip
GOG,FYGB,Gobabis Airport
GOH,BGGH,Nuuk Airport
GOI,VOGO,Goa International Airport (Dabolim Airport)
GOJ,UWGG,Nizhny Novgorod International Airport (Strigino Airport)
GOK,KGOK,Guthrie–Edmond Regional Airport
GOL,,Gold Beach Municipal Airport (FAA: 4S1)
GOM,FZNA,Goma International Airport
GON,KGON,Groton–New London Airport
GOO,YGDI,Goondiwindi Airport
GOP,VEGK,Gorakhpur Airport
GOQ,ZLGM,Golmud Airport
GOR,HAGR,Gore Airport
GOS,,Gosford Airport
GOT,ESGG,Göteborg Landvetter Airport
GOU,FKKR,Garoua International Airport
GOV,YPGV,Gove Airport
GOZ,LBGO,Gorna Oryahovitsa Airport
GPA,LGRX,Araxos Airport
GPB,SBGU,Tancredo Thomas de Faria Airport
GPD,YGON,Mount Gordon Airport[2]
GPI,SKGP,Guapi Airport (Juan Casiano Airport)
GPL,MRGP,Guápiles Airport
GPN,YGPT,Garden Point Airport
GPO,SAZG,General Pico Airport
GPS,SEGS,Seymour Airport
GPT,KGPT,Gulfport–Biloxi International Airport
GPZ,KGPZ,Grand Rapids–Itasca County Airport (Gordon Newstrom Field)
GQQ,KGQQ,Galion Municipal Airport
GRA,,Gamarra Airport
GRB,KGRB,Austin Straubel International Airport
GRC,,Grand Cess Airport
GRD,KGRD,Greenwood County Airport
GRE,KGRE,Greenville Airport
GRF,KGRF,Gray Army Airfield
GRG,OAGZ,Gardez Airport
GRH,,Garuahi Airport
GRI,KGRI,Central Nebraska Regional Airport
GRJ,FAGG,George Airport
GRK,KGRK,Killeen–Fort Hood Regional Airport / Robert Gray Army Airfield
GRL,AYGG,Garasa Airport
GRM,KCKC,Grand Marais/Cook County Airport (FAA: CKC)
GRN,KGRN,Gordon Municipal Airport
GRO,LEGE,Girona–Costa Brava Airport
GRP,SWGI,Gurupi Airport
GRQ,EHGG,Groningen Airport Eelde
GRR,KGRR,Gerald R. Ford International Airport
GRS,LIRS,Grosseto Airport
GRT,,Gujrat Airport
GRU,SBGR,São Paulo/Guarulhos–Governador André Franco Montoro International Airport
GRV,URMG,Grozny Airport
GRW,LPGR,Graciosa Airport
GRX,LEGR,Federico García Lorca Airport (Granada Jaén Airport)
GRY,BIGR,Grímsey Airport
GRZ,LOWG,Graz Airport
GSA,WBKN,Long Pasia Airport
GSB,KGSB,Seymour Johnson Air Force Base
GSC,YGSC,Gascoyne Junction Airport
GSE,ESGP,Göteborg City Airport
GSH,KGSH,Goshen Municipal Airport
GSI,SOGS,Grand-Santi Airport[2]
GSJ,MGSJ,San José Airport[2]
GSL,,Taltheilei Narrows Airport[2] (TC: CFA7)
GSM,OIKQ,Dayrestan Airport (Qeshm International Airport)
GSN,YMGN,Mount Gunson Airport
GSO,KGSO,Piedmont Triad International Airport
GSP,KGSP,Greenville–Spartanburg International Airport
GSQ,HEOW,Sharq Al-Owainat Airport
GSR,HCMG,Qardho Airport
GSS,,Sabi Sabi Airport
GST,PAGS,Gustavus Airport
GSU,HSGF,Azaza Airport
GSV,,Saratov Gagarin Airport
GTA,AGOK,Gatokae Aerodrome
GTE,YGTE,Groote Eylandt Airport
GTF,KGTF,Great Falls International Airport
GTG,KGTG,Grantsburg Municipal Airport
GTI,EDCG,Rügen Airport (Güttin Airfield)
GTN,NZGT,Glentanner Aerodrome
GTO,WAMG,Jalaluddin Airport
GTP,,Grants Pass Airport[2] (FAA: 3S8)
GTR,KGTR,Golden Triangle Regional Airport
GTS,YTGT,The Granites Airport
GTT,YGTN,Georgetown Airport
GTW,LKHO,Holešov Airport
GTY,,Gettysburg Regional Airport (FAA: W05)
GTZ,,Kirawira B Airstrip[2]
GUA,MGGT,La Aurora International Airport
GUB,MMGR,Guerrero Negro Airport
GUC,KGUC,Gunnison–Crested Butte Regional Airport
GUD,GAGM,Goundam Airport
GUE,,Guriaso Airport
GUF,KJKA,Jack Edwards Airport (FAA: JKA)
GUG,AYGF,Guari Airport
GUH,YGDH,Gunnedah Airport
GUI,SVGI,Güiria Airport
GUJ,SBGW,Guaratinguetá Airport
GUL,YGLB,Goulburn Airport
GUM,PGUM,Antonio B. Won Pat International Airport (Guam Int'l)
GUP,KGUP,Gallup Municipal Airport
GUQ,SVGU,Guanare Airport
GUR,AYGN,Gurney Airport
GUS,KGUS,Grissom Air Reserve Base
GUT,ETUO,RAF Gütersloh
GUU,BIGF,Grundarfjörður Airport
GUV,AYML,Mougulu Airport
GUW,UATG,Atyrau Airport
GUX,VAGN,Guna Airport
GUY,KGUY,Guymon Municipal Airport
GUZ,SNGA,Guarapari Airport
GVA,LSGG,Geneva Airport
GVE,KGVE,Gordonsville Municipal Airport
GVI,AYGV,Green River Airport
GVL,KGVL,Lee Gilmer Memorial Airport
GVN,UHKM,Sovetskaya Gavan Airport[2]
GVP,YGNV,Greenvale Airport
GVR,SBGV,Coronel Altino Machado de Oliveira Airport
GVT,KGVT,Majors Airport
GVX,ESSK,Gävle-Sandviken Airport
GWA,VYGW,Gwa Airport
GWD,OPGD,Gwadar International Airport
GWE,FVTL,Thornhill Air Base
GWL,VIGR,Rajmata Vijaya Raje Scindia Airport (Gwalior Airport)
GWN,,Gnarowein Airport
GWO,KGWO,Greenwood–Leflore Airport
GWS,KGWS,Glenwood Springs Municipal Airport
GWT,EDXW,Sylt Airport (Westerland Airport)
GWV,,Glendale Fokker Field (FAA: WV66)
GWY,EICM,Galway Airport
GXF,OYSY,Sayun Airport
GXG,FNNG,Negage Airport
GXH,ZLXH,Gannan Xiahe Airport
GXQ,SCCY,Teniente Vidal Airfield
GXX,FKKJ,Yagoua Airport
GXY,KGXY,Greeley–Weld County Airport
GYA,SLGY,Guayaramerín Airport
GYD,UBBB,Heydar Aliyev International Airport
GYE,SEGU,José Joaquín de Olmedo International Airport
GYG,UEMM,Magan Airport
GYI,HRYG,Gisenyi Airport
GYL,YARG,Argyle Airport
GYM,MMGM,General José María Yáñez International Airport
GYN,SBGO,Santa Genoveva Airport
GYP,YGYM,Gympie Airport
GYR,KGYR,Phoenix Goodyear Airport
GYS,ZUGU,Guangyuan Panlong Airport
GYU,ZLGY,Guyuan Liupanshan Airport[2]
GZA,LVGZ,Yasser Arafat International Airport
GZG,ZUGZ,Garze Gesar Airport
GZI,OAGN,Ghazni Airport
GZO,AGGN,Nusatupe Airport
GZP,LTFG,Gazipaşa–Alanya Airport[2]
GZT,LTAJ,Gaziantep Oğuzeli International Airport
GZW,OIIK,Qazvin Airport[2]
HAA,ENHK,Hasvik Airport
HAB,KHAB,Marion County – Rankin Fite Airport
HAC,RJTH,Hachijojima Airport
HAD,ESMT,Halmstad Airport (Halmstad City Airport)
HAF,KHAF,Half Moon Bay Airport
HAH,FMCH,Prince Said Ibrahim International Airport
HAI,KHAI,Three Rivers Municipal Airport (Dr. Haines Flying Field)
HAJ,EDDV,Hannover Airport
HAK,ZJHK,Haikou Meilan International Airport
HAL,FYHI,Halali Airport
HAM,EDDH,Hamburg Airport
HAN,VVNB,Noi Bai International Airport
HAO,KHAO,Butler County Regional Airport
HAQ,VRMH,Hanimaadhoo International Airport
HAR,KCXY,Capital City Airport (FAA: CXY)
HAS,OEHL,Ha'il Regional Airport
HAT,YHTL,Heathlands Airport
HAU,ENHD,"Haugesund Airport, Karmøy"
HAV,MUHA,José Martí International Airport
HAW,EGFE,Haverfordwest Aerodrome
HAZ,,Hatzfeldthaven Airport
HBA,YMHB,Hobart International Airport
HBB,,Hobbs Industrial Airpark
HBD,,Habi Airport
HBE,HEBA,Borg El Arab Airport
HBG,KHBG,Hattiesburg Bobby L. Chain Municipal Airport
HBH,,Entrance Island Seaplane Base (Hobart Bay) (FAA: 2Z1)
HBK,,Holbrook Municipal Airport[1] (FAA: P14)
HBR,KHBR,Hobart Regional Airport
HBT,,Hambantota Sea Plane Base
HBU,ZMBS,"Bulgan Airport, Khovd[1]"
HBX,VAHB,Hubli Airport
HCA,KBPG,Big Spring McMahon–Wrinkle Airport[1] (FAA: BPG)
HCC,,Columbia County Airport (FAA: 1B1)
HCJ,ZGHC,Hechi Jinchengjiang Airport
HCM,HCME,Eyl Airport
HCN,RCKW,Hengchun Airport
HCQ,YHLC,Halls Creek Airport
HCR,PAHC,Holy Cross Airport (FAA: HCA)
HCW,KCQW,"Cheraw Municipal Airport (Lynch Bellinger Field, FAA: CQW)"
HDB,EDIU,Heidelberg Airport
HDD,OPKD,Hyderabad Airport
HDE,KHDE,Brewster Field
HDF,EDAH,Heringsdorf Airport
HDG,ZBHD,Handan Airport
HDH,PHDH,Dillingham Airfield
HDM,OIHH,Hamadan Airport
HDN,KHDN,Yampa Valley Airport
HDR,OIKP,Havadarya Airport[1]
HDS,FAHS,Air Force Base Hoedspruit
HDY,VTSS,Hat Yai International Airport
HEA,OAHR,Herat International Airport
HEB,VBHD,Hinthada Airport
HED,,Herendeen Bay Airport (FAA: AK33)
HEE,KHEE,Thompson–Robbins Airport
HEH,VYHH,Heho Airport
HEI,EDXB,Heide–Büsum Airport
HEK,ZYHE,Heihe Airport
HEL,EFHK,Helsinki Airport (Helsinki-Vantaa Airport)
HEM,EFHF,Helsinki-Malmi Airport
HEO,,Haelogo Airport
HER,LGIR,Heraklion International Airport (Nikos Kazantzakis Airport)
HES,KHRI,Hermiston Municipal Airport (FAA: HRI)
HET,ZBHH,Hohhot Baita International Airport
HEZ,KHEZ,Natchez–Adams County Airport (Hardy–Anders Field)
HFA,LLHA,Haifa Airport (Uri Michaeli Airport)
HFD,KHFD,Hartford–Brainard Airport
HFE,ZSOF,Hefei Xinqiao International Airport (formerly Hefei Luogang International Airport)
HFF,KHFF,Mackall Army Airfield
HFN,BIHN,Hornafjörður Airport
HFS,ESOH,Hagfors Airport
HFT,ENHF,Hammerfest Airport
HGA,HCMH,Hargeisa International Airport (Egal Int'l)
HGD,YHUG,Hughenden Airport
HGE,SVHG[2],Higuerote Airport[1]
HGH,ZSHC,Hangzhou Xiaoshan International Airport
HGI,HSFA,Paloich Airport[1]
HGL,EDXH,Heligoland Airport (Düne Airport)
HGN,VTCH,Mae Hong Son Airport
HGO,DIKO,Korhogo Airport
HGR,KHGR,Hagerstown Regional Airport (Richard A. Henson Field)
HGS,GFHA,Hastings Airport
HGU,AYMH,Mount Hagen Airport
HGZ,,Hog River Airport (FAA: 2AK6)
HHE,RJSH,JMSDF Hachinohe Air Base
HHH,KHXD,Hilton Head Airport (FAA: HXD)
HHI,PHHI,Wheeler Army Airfield
HHN,EDFH,Frankfurt–Hahn Airport
HHQ,VTPH,Hua Hin Airport
HHR,KHHR,Hawthorne Municipal Airport (Jack Northrop Field)
HHZ,NTGH,Hikueru Airport
HIA,ZSSH,Huai'an Lianshui Airport
HIB,KHIB,Range Regional Airport
HID,YHID,Horn Island Airport
HIE,KHIE,Mount Washington Regional Airport
HIF,KHIF,Hill Air Force Base
HIG,YHHY,Highbury Airport
HII,KHII,Lake Havasu City Airport
HIJ,RJOA,Hiroshima Airport
HIL,HASL,Shilavo Airport
HIM,VCCH,Hingurakgoda Airport (Minneriya Airport)
HIN,RKPS,Sacheon Airport
HIO,KHIO,Hillsboro Airport (Portland–Hillsboro Airport)
HIP,YHDY,Headingly Airport
HIR,AGGH,Honiara International Airport
HIT,AYHO,Haivaro Airport
HIW,RJBH,Hiroshima–Nishi Airport
HJJ,ZGCJ,Huaihua Zhijiang Airport
HJR,VAKJ,Civil Aerodrome Khajuraho
HJT,ZMHU,Khujirt Airport
HKA,KHKA,Blytheville Municipal Airport
HKB,,Healy Lake Airport
HKD,RJCH,Hakodate Airport
HKG,VHHH,Hong Kong International Airport (Chek Lap Kok Airport)
HKK,NZHK,Hokitika Airport
HKN,AYHK,Hoskins Airport
HKS,KHKS,Hawkins Field
HKT,VTSP,Phuket International Airport
HKV,LBHS,Haskovo Malevo Airport
HKY,KHKY,Hickory Regional Airport
HLA,FALA,Lanseria International Airport
HLB,KHLB,Hillenbrand Industries Airport
HLC,KHLC,Hill City Municipal Airport
HLD,ZBLA,Hulunbuir Hailar Airport
HLE,FHSH,Saint Helena Airport (under construction)
HLF,ESSF,Hultsfred-Vimmerby Airport
HLG,KHLG,Wheeling Ohio County Airport
HLH,ZBUL,Ulanhot Airport
HLI,KCVH,Hollister Municipal Airport (FAA: CVH)
HLL,YHIL,Hillside Airport
HLM,KHLM,Park Township Airport
HLN,KHLN,Helena Regional Airport
HLP,WIHH,Halim Perdanakusuma International Airport
HLR,KHLR,Hood Army Airfield
HLS,YSTH,St Helens Airport
HLT,YHML,Hamilton Airport
HLV,,Helenvale Airport
HLW,FAHL,Hluhluwe Airport
HLZ,NZHN,Hamilton Airport
HMA,USHH,Khanty-Mansiysk Airport
HMB,HEMK,Sohag International Airport[1]
HME,DAUH,Oued Irara–Krim Belkacem Airport
HMG,YHMB,Hermannsburg Airport
HMI,ZWHM,Hami Airport (Kumul Airport)
HMJ,UKLH,Khmelnytskyi Airport
HMN,KHMN,Holloman Air Force Base
HMO,MMHO,General Ignacio Pesqueira García International Airport
HMR,ENHA,"Hamar Airport, Stafsberg"
HMT,KHMT,Hemet-Ryan Airport
HMV,ESUT,Hemavan Tärnaby Airport
HMY,RKTP,Seosan Air Base[1]
HNA,RJSI,Hanamaki Airport
HNB,KHNB,Huntingburg Airport
HNC,KHSE,Billy Mitchell Airport (FAA: HSE)
HND,RJTT,Haneda Airport
HNH,PAOH,Hoonah Airport
HNI,,Heiweni Airport
HNL,PHNL,Honolulu International Airport
HNM,PHHN,Hana Airport
HNN,,Honinabi Airport
HNS,PAHN,Haines Airport
HNY,ZGHY,Hengyang Nanyue Airport
HOA,HKHO,Hola Airport
HOB,KHOB,Lea County Regional Airport
HOC,,Komako Airport
HOD,OYHD,Hodeida International Airport
HOE,VLHS,Ban Huoeisay Airport
HOF,OEAH,Al-Ahsa International Airport
HOG,MUHG,Frank País Airport
HOH,LOIH,Hohenems-Dornbirn Airport
HOI,NTTO,Hao Airport
HOK,YHOO,Hooker Creek Airport
HOM,PAHO,Homer Airport
HON,KHON,Huron Regional Airport
HOO,,Nhon Co Airport
HOP,KHOP,Campbell Army Airfield
HOQ,EDQM,Hof–Plauen Airport
HOR,LPHR,Horta Airport
HOS,SAHC,Chos Malal Airport
HOT,KHOT,Memorial Field Airport
HOU,KHOU,William P. Hobby Airport
HOV,ENOV,"Ørsta–Volda Airport, Hovden"
HOX,VYHL,Homalin Airport
HOY,,Hoy Island Airport
HPA,NFTL,Lifuka Island Airport (Salote Pilolevu Airport)
HPB,PAHP,Hooper Bay Airport
HPE,,Hopevale Airport
HPG,ZHSN,Shennongjia Hongping Airport
HPH,VVCI,Cat Bi International Airport
HPN,KHPN,Westchester County Airport
HPT,KHPT,Hampton Municipal Airport
HPV,,Princeville Airport (FAA: HI01)
HPY,KHPY,Baytown Airport
HQM,KHQM,Bowerman Airport
HRB,ZYHB,Harbin Taiping International Airport
HRC,,Zhayrem Airport
HRE,FVHA,Harare International Airport
HRG,HEGN,Hurghada International Airport
HRI,VCRI,Mattala Rajapaksa International Airport
HRK,UKHH,Kharkiv International Airport (Osnova Airport)
HRL,KHRL,Valley International Airport
HRM,DAFH,Hassi R'Mel Airport (Tilrempt Airport)
HRO,KHRO,Boone County Airport
HRR,,La Herrera Airport
HRS,FAHR,Harrismith Airport
HRT,EGXU,RAF Linton-on-Ouse
HRY,YHBY,Henbury Airport
HRZ,SSHZ[3],Horizontina Airport
HSB,KHSB,Harrisburg-Raleigh Airport
HSC,,Shaoguan Guitou Airport
HSG,RJFS,Saga Airport
HSH,KHND,Henderson Executive Airport (FAA: HND)
HSI,KHSI,Hastings Municipal Airport
HSJ,,Zhengzhou Shangjie Airport[1]
HSK,LEHC,Huesca–Pirineos Airport
HSL,PAHL,Huslia Airport (FAA: HLA)
HSM,YHSM,Horsham Airport
HSN,ZSZS,Zhoushan Putuoshan Airport
HSP,KHSP,Ingalls Field
HSS,VIHR,Hisar Airport
HST,KHST,Homestead Air Reserve Base
HSV,KHSV,Huntsville International Airport (Carl T. Jones Field)
HSZ,RCPO,Hsinchu Air Base
HTA,UIAA,Chita International Airport (Kadala Airport)
HTG,UOHH,Khatanga Airport
HTH,KHTH,Hawthorne Industrial Airport
HTI,YBHM,Great Barrier Reef Airport
HTL,KHTL,Roscommon County–Blodgett Memorial Airport
HTM,ZMHG,Khatgal Airport[1]
HTN,ZWTN,Hotan Airport
HTO,KHTO,East Hampton Airport
HTR,RORH,Hateruma Airport
HTS,KHTS,Tri-State Airport (Milton J. Ferguson Field)
HTT,,Huatugou Airport
HTU,YHPN,Hopetoun Airport
HTV,KUTS,Huntsville Municipal Airport (Bruce Brothers Regional)
HTW,KHTW,Lawrence County Airpark
HTY,LTDA,Hatay Airport
HTZ,SKHC,Hato Corozal Airport
HUA,KHUA,Redstone Army Airfield
HUB,YHBR,Humbert River Airport
HUC,,Humacao Airport
HUD,,Humboldt Municipal Airport (FAA: 0K7)
HUE,HAHU,Humera Airport
HUF,KHUF,Terre Haute International Airport (Hulman Field)
HUG,MGHT,Huehuetenango Airport
HUH,NTTH,Huahine – Fare Airport
HUI,VVPB,Phu Bai International Airport
HUJ,KHHW,Stan Stamper Municipal Airport (FAA: HHW)
HUK,,Hukuntsi Airport
HUL,KHUL,Houlton International Airport
HUM,KHUM,Houma–Terrebonne Airport
HUN,RCYU,Hualien Airport
HUO,ZBHZ,Holingol Huolinhe Airport[1]
HUQ,HLON,Hun Airport
HUS,PAHU,Hughes Airport
HUT,KHUT,Hutchinson Municipal Airport
HUU,SPNC,Alférez FAP David Figueroa Fernandini Airport
HUV,ESNH,Hudiksvall Airport
HUW,SWHT,Francisco Correa da Cruz Airport[1]
HUX,MMBT,Bahías de Huatulco International Airport
HUY,EGNJ,Humberside Airport
HUZ,ZGHZ,Huizhou Pingtan Airport
HVA,FMNL,Analalava Airport
HVB,YHBA,Hervey Bay Airport
HVD,ZMKD,Khovd Airport
HVE,KHVE,Hanksville Airport
HVG,ENHV,"Honningsvåg Airport, Valan"
HVK,BIHK,Hólmavík Airport
HVN,KHVN,Tweed New Haven Airport
HVR,KHVR,Havre City–County Airport
HVS,KHVS,Hartsville Regional Airport
HWA,,Hawabango Airport
HWD,KHWD,Hayward Executive Airport
HWI,,Hawk Inlet Seaplane Base
HWK,YHAW,Wilpena Pound Airport
HWN,FVWN,Hwange National Park Airport
HWO,KHWO,North Perry Airport
HXD,ZLDL,Delingha Airport
HXX,YHAY,Hay Airport
HYA,KHYA,Barnstable Municipal Airport (Boardman/Polando Field)
HYC,EGTB[4],Wycombe Air Park
HYD,VOHS,Rajiv Gandhi International Airport
HYF,,Hayfields Airport
HYG,PAHY,Hydaburg Seaplane Base
HYL,,Hollis Clark Bay Seaplane Base
HYN,ZSLQ,Taizhou Luqiao Airport
HYR,KHYR,Sawyer County Airport
HYS,KHYS,Hays Regional Airport
HYV,EFHV,Hyvinkää Airfield
HZB,LFQT,Merville–Calonne Airport
HZG,ZLHZ,Hanzhong Chenggu Airport
HZH,ZUNP,Liping Airport
HZK,BIHU,Húsavík Airport
HZL,KHZL,Hazleton Municipal Airport
HZP,CYNR,Fort MacKay/Horizon Airport[1]
HZV,FAHW,Hazyview Airport
IAA,UOII,Igarka Airport
IAB,KIAB,McConnell Air Force Base
IAD,KIAD,Washington Dulles International Airport
IAG,KIAG,Niagara Falls International Airport
IAH,KIAH,George Bush Intercontinental Airport
IAM,DAUZ,In Amenas Airport (Zarzaitine Airport)
IAN,PAIK,Bob Baker Memorial Airport
IAO,RPNS,Sayak Airport[1] (Siargao Airport)
IAQ,OIBH[2],Bahregan Airport
IAR,UUDL,Tunoshna Airport
IAS,LRIA,Iași International Airport
IAU,,Iaura Airport
IBA,DNIB,Ibadan Airport
IBB,SEII[3],General Villamil Airport[1]
IBE,SKIB,Perales Airport
IBI,,Iboki Airport
IBL,,Indigo Bay Lodge Airport
IBO,,Ibo Island Airport[1]
IBP,SPBR,Iberia Airport
IBR,RJAH,Ibaraki Airport
IBZ,LEIB,Ibiza Airport
ICA,SVIC,Icabarú Airport
ICC,SVIE,Andrés Miguel Salazar Marcano Airport[1]
ICI,NFCI,Cicia Airport
ICK,SMNI,Majoor Henry Fernandes Airport (Nieuw Nickerie Airport)
ICL,KICL,Schenck Field
ICN,RKSI,Incheon International Airport
ICO,RPSG,Sicogon Airport
ICS,,Cascade Airport[1] (FAA: KU70)
ICT,KICT,Wichita Dwight D. Eisenhower National Airport
ICY,,Icy Bay Airport (FAA: 19AK)
IDA,KIDA,Idaho Falls Regional Airport
IDB,ESUE,Idre Airport
IDC,,Chilonzuine Island Airstrip[1]
IDF,FZCB,Idiofa Airport
IDG,KIDG,Ida Grove Municipal Airport
IDH,KGIC,Idaho County Airport[1] (FAA: GIC)
IDI,KIDI,Indiana County–Jimmy Stewart Airport
IDK,YIDK,Indulkana Airport
IDN,,Indagen Airport
IDO,SWIY,Santa Isabel do Morro Airport
IDP,KIDP,Independence Municipal Airport
IDR,VAID,Devi Ahilyabai Holkar International Airport
IDY,LFEY,Île d'Yeu Aerodrome
IEG,EPZG,Zielona Góra Airport
IEJ,RORE,Iejima Airport
IES,EDAU,Riesa–Göhlis Airfield
IEV,UKKK,Kyiv International Airport (Zhuliany)
IFA,KIFA,Iowa Falls Municipal Airport
IFF,YIFY,Iffley Airport
IFH,OIFE,Hesa Air Base[1]
IFJ,BIIS,Ísafjörður Airport
IFL,YIFL,Innisfail Airport
IFN,OIFM,Isfahan International Airport (Shahid Beheshti Int'l)
IFO,UKLI,Ivano-Frankivsk International Airport
IFP,KIFP,Laughlin/Bullhead International Airport
IFU,VREI,Ifuru Airport[1]
IGA,MYIG,Inagua Airport (Matthew Town Airport)
IGB,SAVJ,Ingeniero Jacobacci Airport (Capitán FAA H. R. Borden Airport)
IGD,LTCT,Iğdır Airport[1]
IGE,FOOI,Tchongorove Airport
IGG,PAIG,Igiugig Airport
IGH,YIGM,Ingham Airport
IGL,LTBL,Çiğli Air Base
IGM,KIGM,Kingman Airport
IGN,RPMI,Maria Cristina Airport (Iligan Airport)
IGO,SKIG,Jaime Ortíz Betancur Airport
IGR,SARI,Cataratas del Iguazú International Airport
IGS,ETSI,Ingolstadt Manching Airport
IGT,URMS,Magas Airport (Sleptsovskaya Airport)
IGU,SBFI,Foz do Iguaçu International Airport
IHC,FQIA,Inhaca Airport[1]
IHN,OYQN,Qishn Airport
IHO,FMSI,Ihosy Airport
IHR,OIZI,Iranshahr Airport[1]
IHU,,Ihu Airport
IIA,EIMN,Inishmaan Aerodrome
IIL,OICI,Ilam Airport[1]
IIS,AYIA,Nissan Island Airport
IJK,USII,Izhevsk Airport
IJU,SSIJ,João Batista Bos Filho Airport
IJX,KIJX,Jacksonville Municipal Airport
IKA,OIIE,Tehran Imam Khomeini International Airport
